Name,Type,City,State or Country,Offical_Web,Introduction,Industries,Campaign,Transactions,Location,Team,References,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
President",https://network.axial.net/company/island-club-brands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

"Unilogik Systems, Inc.",Corporation ,Vancouver, BC,http://www.unilogik.com,"Note: Included financials are a rough estimate of performance. Unilogik Systems Inc has been in business for over 18 years, specializing in providing Information Technology Infrastructure Solutions to business clients in Canada. We work with our clients to determine a technology strategy that meets and exceeds their objectives by developing solutions within our core competencies including:    Red Hat Open Source    Oracle Database Performance Tuning and Analysis    Server Virtualization    Desktop Virtualization    Application Optimization & Performance    High Availability Clustering Solutions    Database Analysis and Design    Software resale ServicesUnilogik assists clients in implementing advanced technologies and improving overall business performance. Steady expansion over time has allowed Unilogik to grow from its Vancouver-based operation to become a recognized Technology Leader for organizations across Canada. Our Sales & Technical consultants help in performing:    IT Infrastructure Assessments    Architecture Design    Performance Tuning    Providing Implementation Services

    Show Less","Business Services:IT Consulting & Other Services

Technology:Software; Systems Software",[],,"Headquarters HQ
Suite 620, 999 West Broadway, 
Vancouver, BC V5Z 1K3
CA","Vikram Kumar
Managing Director",https://network.axial.net/company/unilogik-systems-inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Verndale,Corporation ,Boston, MA,http://www.verndale.com/,"Verndale is an Experience Technology Company building powerful, interactive experiences that combine our expertise in strategy, experience design and technology. By working across disciplines, partnering with the best in the industry and even co-developing with clients äóñ our collaborative style is the key to building remarkable systems that anchor brands, engage customers and deliver business results. Known for and sought after for our ability to take complex data and transform it into beautiful, usable experiences. Learn more at www.verndale.com",Generalist,[],,"Headquarters HQ
28 Damrell Street, 6th Floor
Boston, MA 02127
US",Joe Zarrett,https://network.axial.net/company/verndale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Ruby Management LLC,Corporation ,New York, NY,https://network.axial.net/a/company/ruby-management-llc/,"Ruby Management LLC is looking for source capital to fund multi million dollar acquisitions across diversified industries within the continental United States, to obtain capital to acquire businesses with solid cash flow and established history. If you are a private equity lender or venture capital concern and wish to partner with an acquisition firm, please contact us right away.","Business Services:Security & Alarm Services

Energy & Utilities:Energy Equipment & Services; Oil & Gas Equipment & Services

Health Care:Health Care Distributors; Health Care Equipment; Health Care Facilities; Health Care Services; Health Care Supplies; Health Care Technology; Managed Health Care

Manufacturing:Aerospace & Defense; Automobile Manufacturers; Building Products; Construction & Farm Machinery & Heavy Trucks; Construction Materials; Electronic Manufacturing Services; Health Care Equipment; Heavy Electrical Equipment; Heavy Manufacturing; Industrial Machinery & Equipment

Real Estate:Diversified Real Estate Activities; Real Estate Development; Real Estate Investment Trusts (REITs); Real Estate Operating Companies; Real Estate Services

Technology:Application Software; Communications Equipment; Computer Hardware; Computer Storage & Peripherals; Electrical Components & Equipment; Electronic Components; Electronic Equipment & Instruments; Electronic Manufacturing Services; Financial Technology; Hardware; Health Care Technology; Internet Software & Services; Semiconductor Equipment; Semiconductors; Software; Systems Software; Technology Distributors

Show Less",[],,"Headquarters HQ
244 5th Ave, Suite R214
New York, NY 10001
US",Robert Teller,https://network.axial.net/company/ruby-management-llc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

"DCA Services, Inc.",Corporation ,Oklahoma City, OK,http://www.dcaservices.com,"Provides industry leading back office automation systems to all segments of the Telecommunications and Energy industries. Since 1987, DCA has helped our Clients reduce their costs, enhance revenue, manage their product and customer portfolio, improve customer relationships and provide efficient back office operations. DCAs integrated solutions support the entire spectrum of back office functions and customer support from provisioning through rating, invoice presentation, customer interaction and collection. As well, our systems provide a comprehensive suite of reporting tools to help you manage every aspect of your business. With our expert staff of dedicated professionals, we help our Clients compete with confidence.

    Show Less","Business Services:Data Processing & Outsourced Services; IT Consulting & Other Services

Telecommunications:Integrated Telecommunication Services",[],,"Headquarters HQ
300 N. Meridian Ave., 
Oklahoma City, OK 73107
US","Gary Holshouser
Director of Corporate Development",https://network.axial.net/company/dca-services-inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Whitesell,Corporation ,Naples, FL,http://www.whitesellgroup.com,"Whitesell Group is comprised of several companies that represent a leading market supply position of engineered fasteners, complex specialty cold formed parts, CNC precision machined components, sheet metal fabrications / stampings, and Class C components to the automotive, lawn and garden, appliance, and other industrial markets. Established in 1971, Whitesell Group sells its products through numerous manufacturing and distribution locations throughout North America. Unique Dual Core-Competencies Whitesell Group is unique as both a major manufacturer and a major distributor of a leading range of metal formed products and Class C items, with a standout ability to provide innovative product solutions as well as clear opportunities for continuing cost savings that provide better total value for a customer than is available globally from any other single supply point. Whiteselläó»s fundamental business premise is to continually innovate and add new core capabilities so as to be able to consistently deliver better total value to its customers than any other alternative in the global marketplace. This philosophy has driven the growth of the Whitesell Group to its position as a major industry principal, today possessing uniquely diverse process capabilities and deep core competence in an extremely broad range of formed metal products, extending well beyond fasteners.

    Show Less","Consumer Goods:Auto Parts & Accessories; Automotive Products

Distribution:Third Party Logistics (3PL)

Industrials:Aerospace & Defense; Capital Goods; Industrial Machinery & Equipment; Trading Companies & Distributors

Show Less",[],,"Headquarters HQ
2150 Goodlette Road N., Ste. 800
Naples, FL 34102
US","Michael Herrmann
VP of Corporate Development

Shawn McDole",https://network.axial.net/company/whitesell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Integrated Electrical Services,Corporation ,Greenwich, CT,http://www.ies-corporate.com/,"Integrated Electrical Services, Inc. is a holding company that owns and manages subsidiariesäó» operating across a variety of end markets. Our operations are currently organized into four principal business segments, based upon the nature of our current products and services: Communications äóñ Nationwide provider of products and services for mission critical infrastructure, such as data centers, of large corporations. Residential äóñ Regional provider of electrical installation services for single-family housing and multi-family apartment complexes. Commercial & Industrial äóñ Provider of electrical design, construction, and maintenance services to the commercial and industrial markets in various regional markets and nationwide in certain areas of expertise, such as the power infrastructure market. Infrastructure Solutions äóñ Provider of industrial and rail services, and electrical and mechanical solutions to domestic and international customers. This segment was created in connection with the acquisition of MISCOR Group, Ltd. in September 2013, as described further below under Corporate Strategy. Our businesses are managed in a decentralized manner. While sharing common goals and values, each of the Companyäó»s segments manages its own day-to-day operations. Our corporate office is focused on significant capital allocation decisions, investment activities and selection of segment leadership, as well as strategic and operational improvement initiatives and the establishment and monitoring of risk management practices within our segment. Integrated Electrical Services, Inc. is headquartered in Houston, Texas and maintains its executive office in Greenwich, Connecticut.

    Show Less","Industrials:Capital Goods; Electrical Components & Equipment; Heavy Electrical Equipment

Manufacturing:Electronic Manufacturing Services; Heavy Manufacturing

Technology:Communications Equipment; Computer Hardware; Hardware; Technology Distributors
